good,id
0,6300452
1,6301241
1,6301680
1,6304672
1,6305065
0,6305450
0,6305904
1,6306293
0,6306867
1,6307246
1,6307535
1,6308130
1,6308480
1,6308939
1,6309357
0,6310242
1,6310615
1,6311021
1,6311517
1,6311916
1,6314928
0,6315850
1,6316275
1,6316749
0,6317161
1,6317492
1,6318079
1,6319405
0,6320324
1,6320827
1,6321232
1,6321710
1,6324779
1,6325198
0,6325624
1,6325975
1,6326367
1,6326880
1,6327248
0,6327771
1,6328582
1,6329017
1,6329418
0,6329975
1,6330415
0,6330770
1,6331163
1,6331602
1,6334646
1,6374614
1,6375140
1,6375587
0,6376099
1,6376478
1,6384801
1,6385276
1,6385720
0,6386110
0,6386519
1,6394940
1,6395424
1,6395842
1,6396353
0,6404835
1,6405271
0,6405819
0,6406340
0,6415162
1,6415627
1,6415953
0,6416519
0,6444849
1,6445316
0,6454787
1,6455197
0,6465262
0,6474728
1,6474994
0,6485052
1,6495141
1,6505170
1,6515552
1,6516060
0,6516417
1,6516820
0,6517135
0,6517568
1,6518057
0,6518917
1,6519449
0,6519974
1,6520428
0,6520872
1,6521391
1,6521818
0,6522171
1,6522701
1,6523096
1,6523533
1,6523948
1,6525698
0,6526223
1,6526625
1,6526965
1,6527485
1,6528418
0,6528872
1,6529394
0,6529910
1,6530350
1,6531245
1,6531665
1,6532500
1,6533465
1,6533839
0,6534908
1,6535789
1,6536330
1,6536754
1,6537167
1,6537638
0,6538082
1,6539134
1,6539735
0,6540137
0,6540604
1,6541149
0,6541644
1,6542043
0,6542492
1,6542977
1,6543482
1,6544789
0,6545304
0,6546813
1,6547188
1,6547626
0,6548023
1,6548437
0,6548840
1,6549241
1,6549729
0,6550755
1,6551239
1,6551659
0,6552032
1,6552514
0,6552976
0,6553353
0,6554698
0,6555077
0,6564676
1,6565344
0,6565795
1,6566201
1,6566622
0,6567121
1,6567489
1,6568413
0,6568782
1,6569374
1,6569866
0,6570361
1,6570787
1,6571261
0,6571733
0,6572122
0,6572577
1,6572997
0,6573521
1,6574658
1,6575076
0,6575957
1,6576227
0,6576629
1,6577000
1,6577935
0,6578301
1,6578756
1,6579194
1,6579678
0,6580194
0,6580983
1,6581464
1,6581893
1,6582392
0,6582870
1,6583438
0,6583814
0,6594813
1,6595233
0,6595634
0,6596058
0,6596505
0,6597422
0,6604604
0,6605171
0,6605566
1,6606063
1,6606521
1,6606915
1,6607539
0,6614619
1,6615584
0,6616098
1,6616514
1,6616863
1,6617207
1,6617653
1,6624652
1,6625098
1,6625619
0,6626095
0,6626543
1,6627244
1,6634633
1,6635342
1,6635862
1,6636455
1,6636914
1,6637325
1,6637727
0,6644795
0,6645250
1,6645728
1,6646174
1,6646518
1,6646881
0,6647263
0,6647626
1,6654881
1,6694771
1,6695102
1,6695545
0,6695962
0,6696414
1,6697005
1,6698065
1,6698399
1,6698930
1,6699332
0,6699908
0,6704758
1,6705157
1,6706061
1,6706526
0,6707017
0,6707472
1,6708420
0,6708853
0,6709330
1,6709837
0,6710240
1,6714946
0,6715387
1,6715855
0,6716352
1,6717199
0,6717607
0,6718117
1,6718632
1,6719098
0,6719692
1,6719982
1,6724744
1,6725196
1,6725658
0,6726090
1,6726585
0,6727050
1,6727536
1,6727993
1,6728326
0,6728838
1,6729315
1,6729691
0,6734638
1,6735071
1,6735597
0,6735983
0,6736460
0,6736858
0,6737643
0,6738061
0,6738530
0,6738885
1,6739769
1,6744916
1,6764602
1,6765061
0,6765522
1,6784893
1,6785364
1,6785938
1,6786963
1,6787364
1,6787943
1,6788385
1,6788907
0,6789454
0,6790035
1,6795098
1,6804603
0,6805133
1,6805477
1,6806062
1,6806573
0,6807715
0,6808221
1,6809858
1,6814871
1,6815274
1,6815727
1,6816680
0,6817206
0,6818245
1,6819341
0,6819930
1,6824893
0,6825501
1,6826066
1,6826510
0,6826932
0,6827318
1,6827723
1,6828234
1,6828786
1,6829379
1,6829942
1,6835098
0,6835571
0,6836631
0,6837197
1,6837625
1,6838153
0,6838616
1,6839161
1,6839670
0,6844987
0,6855409
1,6874967
1,6875488
1,6875907
0,6876372
1,6876818
1,6878053
1,6878441
0,6884647
1,6885192
1,6885558
1,6886079
0,6886541
0,6887215
0,6887596
0,6888099
1,6888952
1,6889446
0,6889788
0,6894693
1,6895109
0,6895595
1,6896097
1,6896960
0,6897575
1,6897943
0,6898384
1,6898873
0,6899245
1,6899598
1,6899979
1,6904993
1,6905507
1,6906121
0,6907100
1,4684825
1,4704567
0,4704887
1,4734697
1,4764682
1,4765062
1,4765358
1,4765750
0,4766141
1,4766517
1,4766927
1,4767317
1,4767671
1,4768256
1,4774873
0,4775308
1,4775580
0,4776010
1,4776350
1,4776612
1,4776944
0,4777355
0,4777829
1,4778399
1,4785178
0,4785452
1,4785737
0,4786093
1,4786446
0,4786887
1,4787314
0,4787666
1,4788012
1,4788327
1,4795088
1,4795399
0,4795771
1,4796021
0,4796458
1,4796901
0,4797336
0,4797815
1,4798128
1,4804759
1,4805183
1,4805527
1,4805983
1,4806376
1,4806672
1,4806989
1,4807363
1,4807741
0,4808112
1,4834837
1,4865210
1,4884855
1,4894615
1,4894999
1,4904743
1,4915213
0,4915917
0,4934591
0,4964573
1,4975051
1,4984627
1,4985142
1,5024804
1,5025291
1,6907514
1,6908894
1,6909306
1,6909693
1,6910143
1,6914945
1,6915419
1,6915801
1,6916328
1,6916865
1,6917260
0,6917602
0,6918092
0,6918536
1,6919037
1,6919401
1,6919814
1,6924654
1,6925256
1,6925790
1,6926316
1,6926877
1,6927332
1,6927854
0,6928799
0,6929166
1,6929630
0,6930080
0,6934809
1,6935239
0,6936093
0,6936579
1,6937060
1,6937587
1,5025688
1,5026110
1,5026605
1,5027087
1,5027524
1,5027909
0,5028272
0,5028726
1,5029131
1,5029604
0,5029901
1,5030330
0,5030795
1,5031381
0,5031777
1,5035292
1,5035910
1,5036499
1,5036882
1,5037270
1,5037828
0,5038220
1,5038627
1,5039069
1,5039560
1,5039905
0,5040349
1,5040771
0,5041615
1,5042062
1,5042515
0,5042875
1,5054671
1,5055078
1,5055446
1,5064700
1,5065071
1,5065462
1,5084829
1,5085299
0,5085660
1,5094654
1,5095030
1,5095363
1,5095724
1,5104653
1,5105059
0,5105414
1,5105856
0,5114839
1,5115161
1,5115524
0,5115938
1,5124928
0,5125318
0,5125732
0,5134848
1,5135282
1,5135606
1,5135956
1,5145083
1,5145396
1,5145794
1,5146052
1,5146386
0,5146827
1,5147276
1,5155273
1,6938054
1,6938361
1,6938872
0,6939230
1,6939597
1,6940021
0,6954968
1,6955442
1,6955926
0,6964621
1,6965005
0,6965338
1,6965677
1,6966258
0,6975311
0,6975716
1,6976082
1,6994762
1,6995098
1,6996039
1,7005195
1,7005690
0,7014878
0,7015319
1,7015934
0,7044849
1,7045226
1,7045737
0,7046294
1,7046662
1,7047175
1,7047549
0,7047880
1,7048600
1,5156145
1,5156566
1,5156936
0,5164620
1,5164959
1,5165476
1,5165788
0,5166084
1,5166498
1,5166793
0,5174608
1,5174921
1,5175250
0,5175678
1,5176026
1,5176320
0,5176735
1,5177125
1,5184686
1,5185008
1,5185396
1,5185776
1,5186065
1,5186497
0,5186915
1,5187314
1,5195371
1,5195759
1,5196165
1,5196659
1,5197139
0,5204612
1,5204947
1,5214749
1,7048990
1,7049581
0,7049970
1,7050322
1,7050707
0,7051174
1,7051670
1,7052051
0,7052424
0,7052801
0,7053266
1,7053688
0,7054022
1,7054455
1,7054994
0,7055419
1,7056366
1,7056756
0,7057261
1,7057633
1,7057927
1,7058329
0,7058702
0,7059672
1,7060030
1,7060490
1,7060961
0,7061491
0,7061992
1,7062441
1,7063628
0,7064413
0,7065490
0,7066079
0,5224973
1,5234804
1,5244627
0,5245055
0,5254835
0,5264616
1,5334779
1,5335080
0,5335498
0,5335900
0,5344631
0,5344981
1,5345342
1,5345738
1,5354583
1,5354978
1,5355284
0,5355697
1,5356102
0,5364846
1,5365261
0,5365652
1,5366037
1,5374803
1,5375137
1,5375468
0,5375907
0,5384744
1,5385129
0,5385506
1,5385885
0,5404878
1,5405262
0,5405759
1,7066532
1,7067099
1,7067567
0,7067851
1,7068174
1,7068442
0,7069179
0,7069762
1,7070466
1,7070978
0,7071406
1,7071857
0,7072215
1,7072632
1,7073038
1,7073519
1,7073915
1,7074331
1,7074664
1,7075051
1,7075451
0,7075967
1,7076365
1,7076710
1,7077227
0,7077592
1,7078722
1,7079132
0,7080181
1,7080450
0,7080878
0,7081401
1,7082216
0,7082620
1,5406145
0,5414766
1,5415083
1,5415459
1,5415794
1,5416143
0,5425078
0,5425443
1,5425803
1,5426230
1,5434852
1,5435334
1,5435825
1,5436195
1,5444875
1,5445160
1,5445521
0,5445917
1,5454621
1,5454928
0,5455314
1,5455683
1,5455980
1,5464668
1,5504900
1,5505258
1,5505654
1,5505943
1,5524830
1,5525188
0,5525482
0,5526004
0,5534920
1,5535240
1,7082975
0,7083384
1,7083846
1,7084552
0,7085526
0,7085985
0,7086323
0,7087029
1,7087463
0,7087833
0,7088701
1,7088988
0,7090151
0,7090462
1,7090871
1,7091298
0,7091791
0,7092207
0,7092703
1,7093043
0,7093480
1,7093858
1,7094243
0,7094513
0,7094865
1,7095248
1,7096235
0,7096703
1,7097209
1,7097615
0,7097960
1,7098313
0,7098698
1,7099021
0,5535648
0,5544610
1,5544986
0,5545338
1,5545724
0,5554653
1,5554973
1,5555385
1,5555754
0,5594628
1,5595063
1,5595475
0,5604945
0,5605332
1,5605678
0,5605980
0,5606278
1,5606589
0,5607346
0,5607606
1,5608074
1,5608576
1,5608977
0,5609250
1,5609612
0,5609857
1,5610144
1,5610523
1,5610967
1,5614899
0,5615256
1,5615732
0,5616005
1,5616349
1,7099709
1,7100102
1,7100556
0,7101134
1,7101487
1,7101927
0,7102779
1,7103125
1,7103686
0,7104110
0,7104491
0,7144568
0,7174675
1,7194626
1,7204731
0,7224612
1,7234784
1,7254849
0,7255691
1,7256085
1,7256533
1,7256934
1,7264750
1,7265177
0,7265553
1,7265896
1,7266239
1,7266774
0,7274568
0,7274828
1,7275215
0,7275995
1,7276442
1,7276857
0,7284735
0,7285049
0,7285459
1,7285827
1,7286646
1,7287064
0,7294910
1,7295283
1,7295841
0,7296281
1,7296718
0,7305041
0,7305397
1,7305832
0,7306219
0,7306938
0,7314937
1,7334581
1,7335078
1,7335403
1,7335876
1,7336738
0,7337205
1,7337711
0,7338035
1,7338381
0,7338882
0,7339238
1,7339675
1,7339997
0,7340453
1,7340833
0,7341307
1,7342183
0,5616683
0,5617092
1,5617463
1,5617810
1,5618208
0,5618617
1,5618966
1,5619566
1,5619930
1,5620367
1,5620603
1,5624693
1,5625062
1,5625420
1,5625847
0,5626192
1,5626493
1,5626791
1,5627248
1,5627745
1,5628121
0,5628520
1,5628842
1,5629187
1,5629650
0,5630073
1,5630394
1,5630757
1,5634945
1,5635359
1,5635689
1,5635966
0,5636291
1,5636597
1,5636948
1,5637238
0,5637583
1,5637971
1,5638409
1,5638812
1,5639174
0,5639552
1,5639891
1,5640306
1,5640665
1,5644744
1,5645092
1,5645519
1,5645813
1,5646135
1,5646509
1,5646877
1,5647250
0,5647685
0,5648045
1,5648385
1,5648815
0,5649096
0,5649414
1,5649777
0,5650099
1,5650497
0,5650791
1,5684679
1,5684986
1,5685380
1,5685766
0,5686106
1,5686477
1,5694767
1,5695132
1,5695587
1,5695903
0,5696182
1,5696475
1,5704567
1,5704871
1,5705202
0,5705626
0,5705920
1,5706237
1,5706705
1,5714874
1,5715235
1,5715581
0,5715946
1,5716249
1,5716664
1,5735194
1,5754635
1,5755097
1,5755469
1,5755771
1,5756110
1,5756571
0,5756959
1,5757262
1,5757607
0,5757919
1,5758309
1,5758695
0,5759087
0,5759425
0,5759881
1,5760322
0,5760713
1,5761131
1,5761547
0,5761979
0,5762377
0,5762834
1,5763331
1,5763797
0,5764298
1,5764773
1,5765504
1,5766022
1,5766468
1,5766880
1,5767274
1,5767688
0,5768072
1,5768473
1,5768864
1,5769260
1,5769672
0,5770037
1,5770562
1,5770962
0,5771307
1,5771810
0,5772272
1,5772538
1,5773015
1,5773392
0,5773894
1,5774304
1,5774720
1,5775109
0,5775535
1,5775854
1,5776216
1,5776502
0,5776947
1,5777221
1,5777593
1,5777968
1,5778356
1,5778705
1,5779084
1,5779392
0,5779826
1,5780286
1,5780807
1,5781158
0,5781656
0,5782071
1,5782567
1,5782980
1,5783457
1,5784402
1,5784782
1,5785080
1,5785518
1,5785955
1,5786245
1,5786533
1,5787240
0,5787614
0,5787999
1,5788343
1,5788656
1,5789064
0,5789574
1,5790078
1,5790468
1,5790999
1,5791405
1,5791872
1,5792423
1,5792747
1,5793201
0,5793633
1,5793992
1,5794453
1,5794778
1,5795110
0,5795528
0,5796242
0,5796588
1,5797080
1,5797560
1,5798154
1,5798779
1,5799213
1,5799633
1,5800094
0,5800460
1,5800873
1,5801306
1,5801846
1,5802294
1,5802806
1,5803303
0,5814777
1,5815165
0,5815519
1,5824725
1,5825104
1,5825450
1,5834654
0,5834980
1,5835356
1,5844661
1,5844992
1,5845406
0,5855010
1,5855400
1,5855892
0,5864666
1,5865152
1,5865704
1,5866057
1,5874979
1,5875453
1,5875809
0,5884673
0,5885117
0,5885467
1,5885949
0,5894840
1,5895186
0,5895578
1,5934664
0,5934997
1,5935365
1,5935889
0,5936333
1,5936684
0,5937061
0,5937433
0,5937971
1,5938821
1,5939286
0,5939722
1,5940127
1,5944612
1,5945047
1,5945490
1,5946473
1,5946933
1,5947288
1,5947736
1,5948150
0,5948514
1,5948919
1,5949226
1,5949612
1,5950472
1,5954694
1,5955152
1,5955605
1,5956438
1,5956802
1,5957226
0,5957646
1,5958033
0,5958752
1,5959506
1,5959945
0,5960392
1,5964795
1,5965180
1,5965609
0,5966020
0,5966502
1,5966853
1,5967602
0,5967971
0,5968351
1,5968663
1,5968982
1,5969419
1,5969869
0,5970212
0,5970650
1,5974847
0,5975373
0,5975835
1,5976324
0,5976715
1,5977078
0,5977405
1,5977883
1,5978393
1,5978783
1,5979118
1,5979598
0,5979975
1,6064596
1,6065031
1,6074605
0,6075068
1,6084643
1,6084987
0,6085404
1,6094947
1,6095416
0,6105051
1,6105425
1,6114906
0,6115319
1,6124600
0,6125070
1,6125459
0,6134574
0,6134999
0,6135389
0,6135800
0,6155359
1,6155793
1,6156210
1,6156577
1,6156882
1,6157407
0,6157753
1,6158116
1,6158510
1,6158839
0,6159318
1,6159692
0,6160132
1,6160567
0,6164632
1,6164994
1,6165306
0,6165677
1,6166040
0,6166502
0,6166906
0,6167301
1,6167590
0,6168029
1,6168309
1,6168672
1,6168961
1,6169312
1,6169656
1,6170112
0,6170468
0,6170779
1,6174791
1,6175211
1,6175567
1,6175972
0,6176441
1,6176924
0,6177275
1,6177654
1,6178042
0,6178372
1,6178775
1,6179121
0,6179637
0,6180004
0,6180516
1,6184631
1,6185011
1,6185439
1,6185845
1,6186206
0,6186667
0,6186991
1,6187462
1,6187838
1,6188260
1,6188558
1,6188989
1,6189322
1,6189674
1,6190031
0,6190396
1,6190771
0,6204585
1,6205003
1,6205336
1,6205751
0,6206018
1,6206375
1,6206699
1,6207215
0,6207607
0,6208074
1,6208516
0,6208807
1,6209196
1,6209593
0,6209906
1,6210319
1,6224564
1,6225077
1,6234600
1,6234991
0,6235380
1,6244798
0,6245127
0,6245446
1,6254835
1,6255237
0,6255565
0,6265190
0,6265580
1,6284768
0,6285134
1,6285561
0,6285967
1,6286381
1,6286863
0,6287228
1,6288240
1,6288603
1,6289134
1,6289718
0,6290211
1,6290642
1,6291150
0,6291514
1,6294637
0,6295196
1,6295688
1,6296022
0,6297224
1,6297838
1,6298232
1,6298694
1,6299050
1,6299407
1,6299798
0,6300141
1,6300614
1,6301036
0,6301443
1,6301821
1,6304862
0,6305276
0,6305669
1,6306097
1,6306510
1,6307045
1,6307916
0,6308301
1,6308697
1,6309123
1,6309583
1,6310056
0,6310449
0,6310834
0,6311204
0,6311739
1,6314696
0,6315118
1,6315668
1,6316078
0,6316497
1,6317007
1,6317312
1,6317816
0,6318227
1,6318627
0,6319197
1,6319729
1,6320124
1,6321021
0,6321440
0,6322025
1,6324948
1,6325394
1,6325809
1,6326234
1,6326620
0,6327040
0,6327452
1,6328026
1,6328803
1,6329286
1,6330260
1,6330617
1,6331386
1,6331855
1,6344774
1,6374847
0,6375362
0,6376321
0,6384668
1,6385015
1,6385464
1,6385868
1,6386321
0,6395200
1,6395639
1,6396086
1,6405026
1,6405555
0,6406185
1,6406552
1,6414870
1,6415338
1,6415787
1,6416324
1,6444716
0,6445042
1,6454616
0,6455001
1,6455457
1,6464983
1,6465557
0,6474873
1,6475165
1,6484646
0,6494766
1,6495502
0,6504897
0,6514644
1,6515334
1,6515733
1,6516203
0,6516628
1,6516936
0,6517319
1,6517843
1,6518260
1,6518729
1,6519207
1,6519693
0,6520181
1,6520636
1,6521148
1,6521558
1,6522017
0,6522367
1,6522934
0,6523345
1,6523777
1,6524621
1,6525027
1,6525442
1,6525971
0,6526435
1,6526810
1,6527214
1,6527664
1,6528164
1,6529131
1,6529711
0,6530155
0,6531033
1,6531489
1,6531847
0,6532343
1,6532675
1,6533275
1,6533673
1,6534683
1,6535122
1,6536087
0,6536555
1,6536998
1,6537364
1,6537905
0,6538437
1,6538940
1,6539405
1,6539944
1,6540349
0,6540902
0,6541836
1,6542272
1,6542696
1,6543227
1,6544602
1,6545072
1,6545505
0,6546013
1,6546576
1,6547013
0,6547451
1,6547840
1,6548221
1,6548641
1,6549068
1,6549514
1,6550513
0,6551010
0,6551509
1,6551899
1,6552277
1,6552760
1,6553187
1,6554960
1,6555267
0,6564953
1,6565566
1,6566023
1,6566431
0,6566778
0,6567279
0,6567667
0,6568163
1,6569132
1,6569584
1,6570118
0,6571020
1,6571560
0,6571937
1,6572741
0,6573223
1,6573703
1,6574901
1,6575302
1,6575711
1,6576091
1,6576462
1,6576782
1,6577296
1,6577689
1,6578532
1,6579033
1,6579324
1,6579910
1,6580813
1,6581246
1,6582128
1,6582619
1,6583173
0,6583631
1,6594610
1,6595040
1,6595391
0,6595877
1,6596678
1,6597087
1,6597647
1,6604934
1,6605824
1,6606286
0,6606700
1,6607040
1,6607380
1,6607714
1,6614835
1,6615360
1,6615859
1,6616293
1,6616702
1,6617047
1,6617472
1,6617838
1,6624797
1,6625421
1,6625870
1,6626293
0,6626685
1,6627403
1,6627757
1,6635162
0,6635600
0,6636111
1,6636725
